min,max,mean,median,sd,sum,count,id
89,295,172.89411764705883,158.0,45.236638854027255,14696,85,959
39,374,120.9430894308943,108.0,63.328579301205515,14876,123,960
21,412,108.93650793650794,100.0,46.91832586624555,61767,567,961
73,324,187.19148936170214,196.0,62.18354379623598,8798,47,962
43,266,119.70454545454545,103.5,46.30314123717474,5267,44,963
29,338,116.43283582089552,107.0,46.30422561568833,62408,536,964
52,373,149.80633802816902,147.0,29.362567707280135,212725,1420,965
56,294,162.4375,143.0,69.08054063012246,2599,16,966
44,233,123.98,117.5,37.82247480004448,6199,50,967
37,270,116.78698224852072,113.0,35.25765948601293,19737,169,968
56,383,146.83372809095215,144.0,31.54168054850192,309966,2111,969
8,338,110.11826226870474,98.0,51.1248972716327,136877,1243,970
71,379,146.56891495601172,142.0,40.20228532499731,149940,1023,971
58,379,158.50249376558602,147.0,54.71333699977965,127119,802,972
77,561,254.87734806629834,228.5,94.16733011759192,922656,3620,973
30,334,150.32640949554897,125.0,72.53661911495162,50660,337,974
39,393,150.0870870870871,138.0,53.049964393442984,99958,666,975
48,402,178.45419847328245,158.0,61.72491765463976,46755,262,976
56,388,158.09141274238226,155.0,43.146852996353324,57071,361,977
69,481,164.89895052473764,155.0,49.05024485808131,549938,3335,978
41,284,103.21621621621621,95.0,36.146200978006526,7638,74,979
10,354,110.51815463477146,101.0,47.30150178474997,258723,2341,980
154,368,239.74358974358975,221.0,56.33540488470814,9350,39,981
76,542,166.68313458262352,154.0,56.93488409852418,195686,1174,982
62,788,215.5601004664514,211.0,65.36697402243439,600766,2787,983
36,493,160.23763987792472,151.0,48.24314569064402,787568,4915,984
35,326,115.23616236162361,109.0,37.7986940952916,93687,813,985
48,325,133.58129175946547,129.0,35.309679387739955,59978,449,986
41,429,152.08634772462077,135.0,63.216540033460184,130338,857,987
120,449,299.61,298.0,56.10024866255051,89883,300,988
1,384,91.52085914911194,87.0,36.35359868550299,443144,4842,989
57,586,173.50745501285348,150.0,68.34069401580291,337472,1945,990
68,345,153.1448275862069,146.0,44.63052601702652,111030,725,991
48,243,105.4776119402985,94.0,37.268432566167334,7067,67,992
61,561,159.41551275377407,151.0,46.449462821635514,1531186,9605,993
97,456,240.42592592592592,217.0,87.81474647356636,12983,54,994
70,379,167.6391304347826,153.5,55.351880209457356,38557,230,995
58,378,142.88248337028824,135.0,41.9368327548077,64440,451,996
152,471,281.3916349809886,274.0,54.01199210585726,74006,263,997
5,473,121.45163073521283,104.0,60.15132942010269,439412,3618,998
158,657,405.4550063371356,404.0,109.69571725314455,319904,789,999
72,410,176.78163265306122,160.5,57.37893438902607,86623,490,1000
61,325,150.3111111111111,145.0,57.942815573142546,6764,45,1001
64,521,225.4530627038782,214.0,73.09633990948133,622025,2759,1002
13,362,119.50281214848144,102.0,58.996618108348414,106238,889,1003
82,298,152.73287671232876,144.0,41.328584936099816,44598,292,1004
21,240,105.50299401197604,100.5,32.76478945700156,35238,334,1005
40,428,142.39080982711556,131.0,52.84940617979639,312975,2198,1006
68,366,152.8693284936479,140.0,52.475845132942766,84231,551,1007
55,677,215.87623954890142,197.0,75.98660136309913,2220503,10286,1008
27,554,135.37774294670845,127.0,46.74732482385272,259113,1914,1009
1,422,104.44305856832972,91.0,54.75886973628617,577779,5532,1010
22,273,103.78508771929825,96.5,44.07123765167255,23663,228,1011
57,714,164.66899908731367,158.0,44.68346527589441,541267,3287,1012
2,475,122.74494113318616,115.0,45.07936313913921,1334483,10872,1013
1,323,90.43100252737995,88.0,30.32154970758832,536708,5935,1014
130,513,238.74713958810068,219.0,65.2367464454177,417330,1748,1015
108,301,222.2925170068027,226.0,44.63307868288155,32677,147,1016
70,463,182.2473821989529,164.0,63.068319192898066,139237,764,1017
39,494,157.444234728895,148.0,47.744051860291925,1835170,11656,1018
22,431,135.45935344244555,126.0,47.378751735524105,1001451,7393,1019
1,440,115.32908691153648,106.0,46.59060747520511,1783449,15464,1020
49,313,182.19148936170214,185.0,71.62688140869317,8563,47,1021
152,343,208.46666666666667,192.0,57.32930218386483,3127,15,1022
62,289,138.74074074074073,128.0,55.6081479458705,3746,27,1023
204,346,256.55555555555554,254.0,43.780033782818066,2309,9,1024
123,336,232.7,249.0,65.20437101912724,2327,10,1025
71,372,153.30701754385964,145.0,43.32146811774602,87385,570,1026
61,502,288.63106796116506,295.0,108.27562727579209,59458,206,1027
15,217,99.79142857142857,96.0,32.54279706503924,34927,350,1028
50,282,151.7,142.0,73.16700075853869,1517,10,1029
74,408,164.7826086956522,133.0,85.03756536748621,3790,23,1030
50,255,126.27385892116183,123.0,33.18700473753208,30432,241,1031
53,293,127.37735849056604,115.0,57.16022710621213,6751,53,1032
19,293,119.18446601941747,99.0,50.02673995126764,12276,103,1033
6,275,107.22834645669292,108.0,36.18961198156221,13618,127,1034
27,321,114.97457627118644,105.5,48.52388226681973,13567,118,1035
158,258,199.66666666666666,183.0,42.49182927993987,599,3,1036
87,369,196.7,165.0,80.32979936901789,5901,30,1037
76,337,193.5625,188.5,87.77169870607496,3097,16,1038
29,236,112.68235294117648,108.0,38.55911024257383,9578,85,1039
123,349,224.75,220.0,63.06573951045052,4495,20,1040
33,332,122.23655913978494,112.0,49.83795918749182,34104,279,1041
48,262,109.0576923076923,95.5,47.116228406886954,5671,52,1042
163,332,238.78571428571428,243.5,42.26308516124845,6686,28,1043
37,252,109.57534246575342,106.0,31.639955582558564,31996,292,1044
22,280,105.34497816593887,94.0,47.424762142796595,24124,229,1045
90,304,167.05555555555554,161.0,51.94598928184096,3007,18,1046
84,304,187.23287671232876,176.0,46.88473787011274,13668,73,1047
74,306,150.11764705882354,137.0,63.842529023455256,2552,17,1048
44,389,134.0609756097561,119.0,62.31202905460425,10993,82,1049
22,321,128.85714285714286,117.0,56.154451728955486,4510,35,1050
26,249,109.56991150442478,106.0,30.665552103832674,61907,565,1051
23,231,109.4490161001789,109.0,28.817428417646514,61182,559,1052
40,269,115.85964912280701,112.0,35.1112585514941,52832,456,1053
7,263,118.7,110.5,54.79516402019434,4748,40,1054
20,295,115.31428571428572,108.0,39.8088698966572,28252,245,1055
35,209,117.47435897435898,113.0,36.20728229591048,9163,78,1056
70,248,123.79069767441861,114.0,39.65875259829519,5323,43,1057
73,313,150.192118226601,141.0,45.86860154646517,30489,203,1058
165,268,214.5,212.5,44.67941360403021,858,4,1059
121,301,176.47826086956522,162.0,50.94657864112462,4059,23,1060
81,216,151.21951219512195,153.0,22.77444602250437,18600,123,1061
103,159,130.66666666666666,130.0,22.866763848189994,392,3,1062
145,395,286.97938144329896,291.0,56.198099425148094,27837,97,1063
115,330,202.35064935064935,197.0,44.23102461552731,15581,77,1064
219,373,322.6666666666667,334.0,44.43072010319987,4840,15,1065
64,440,177.126213592233,170.0,60.82517995642164,18244,103,1066
69,461,173.39112903225808,158.0,58.553201402008845,129003,744,1067
86,351,160.55579868708972,160.0,30.45241749263051,73374,457,1068
107,339,196.70338983050848,192.5,58.27307273053483,23211,118,1069
49,328,175.88311688311688,158.5,57.10663846278124,27086,154,1070
114,437,232.29508196721312,221.0,58.36048075125728,14170,61,1071
93,420,226.89655172413794,225.0,58.334555221900686,6580,29,1072
164,291,241.75,256.0,51.958517107400205,967,4,1073
104,399,179.11702127659575,166.0,51.42229344814982,16837,94,1074
138,339,198.33333333333334,188.0,42.65319080667164,13685,69,1075
93,258,168.45333333333335,168.0,32.498735701904195,12634,75,1076
100,319,171.5,160.0,45.34069145796955,18179,106,1077
120,321,171.3783783783784,164.0,40.96626915135371,6341,37,1078
71,396,151.87671232876713,138.0,53.20253672810511,33261,219,1079
108,409,241.73333333333332,209.0,90.8364586618293,3626,15,1080
84,478,179.23260869565217,162.0,59.42521992184736,82447,460,1081
107,278,178.5,175.0,42.198585144946435,6069,34,1082
126,325,219.52173913043478,217.0,58.223982482357385,10098,46,1083
104,349,200.8235294117647,188.0,63.178770907842186,3414,17,1084
112,329,175.4375,144.0,62.68968091919116,2807,16,1085
85,353,196.79310344827587,197.0,72.05571566041188,5707,29,1086
113,283,163.7,150.5,43.37599182343462,4911,30,1087
268,363,328.77777777777777,337.0,29.19580555025662,2959,9,1088
250,605,383.625,354.0,115.01732206498289,3069,8,1089
242,478,346.5609756097561,341.0,49.700100005046274,14209,41,1090
250,356,293.42857142857144,301.0,36.734013599143246,2054,7,1091
246,457,350.3333333333333,356.5,48.839590042869474,8408,24,1092
173,306,221.33333333333334,207.0,37.57067414294766,1992,9,1093
283,303,294.25,295.5,7.39509972887452,1177,4,1094
98,293,163.20909090909092,163.0,35.664623535105854,17953,110,1095
211,650,326.82236842105266,300.0,95.51922526062793,49677,152,1096
265,501,354.14,353.0,46.60815808418092,17707,50,1097
202,388,314.5806451612903,321.0,42.11870643599862,9752,31,1098
81,394,208.99604743083003,202.0,56.51985540961196,52876,253,1099
147,304,225.57142857142858,224.0,46.70532897970039,1579,7,1100
110,342,194.60377358490567,169.0,62.54910210737882,10314,53,1101
61,326,143.6701030927835,134.5,45.04836384993779,27872,194,1102
90,349,174.53703703703704,161.0,51.982444673022194,28275,162,1103
79,311,160.8046511627907,155.0,36.57281970476685,34573,215,1104
84,300,164.98013245033113,158.0,42.32591462672815,49824,302,1105
69,357,166.16589861751152,159.0,50.34599310200873,36058,217,1106
118,346,205.26315789473685,177.0,68.3657671378263,3900,19,1107
54,354,212.14666666666668,219.0,57.3960958796173,15911,75,1108
94,605,195.7565632458234,180.0,64.3097955816929,82022,419,1109
32,247,115.0225988700565,110.0,29.19812601413659,20359,177,1110
75,332,165.4189189189189,155.0,52.601255446110216,24482,148,1111
10,341,106.47152619589977,96.0,51.6335297922743,46741,439,1112
90,227,153.44897959183675,154.0,27.20186159932756,15038,98,1113
1,334,89.81719597211465,83.0,41.82669473120519,115954,1291,1114
61,307,153.4404761904762,151.5,44.30370058457339,12889,84,1115
1,383,104.86556927297669,96.0,47.35226575796087,76447,729,1116
269,347,313.53333333333336,312.0,21.549529512781067,4703,15,1117
89,201,155.90804597701148,158.0,24.35212572274291,13564,87,1118
95,565,229.7581047381546,220.0,58.95872295824287,184266,802,1119
149,250,194.28571428571428,192.0,30.471130532331212,1360,7,1120
225,638,387.0,377.5,127.92497801445971,3870,10,1121
68,443,224.28571428571428,227.5,96.30934428142665,3140,14,1122
127,1019,354.5695557174071,347.0,76.60895970787577,486824,1373,1123
59,289,160.01818181818183,155.0,43.740865398219135,35204,220,1124
289,743,523.2577319587629,529.0,129.6598466846181,50756,97,1125
53,422,236.84285714285716,246.0,92.74798969161938,16579,70,1126
,,,,,,,1127
132,132,132.0,132.0,0.0,132,1,1128
364,412,389.1666666666667,388.0,12.928220638931286,4670,12,1129
382,448,406.5,400.0,21.445667783183314,2439,6,1130
199,340,255.58333333333334,235.5,42.497957467258225,3067,12,1131
347,455,395.5,386.5,34.79275376117438,5537,14,1132
256,352,315.26666666666665,318.0,25.352098313332743,4729,15,1133
260,371,323.125,344.0,43.25921144681211,2585,8,1134
164,312,228.54166666666666,231.0,39.542149628241276,5485,24,1135
358,436,397.5,398.0,27.807373122968663,1590,4,1136
225,313,266.6,267.0,28.373226816842667,1333,5,1137
135,249,186.45945945945945,186.0,25.710019704802434,6899,37,1138
122,260,186.52542372881356,184.0,25.305158536339334,22010,118,1139
160,425,287.9578947368421,284.0,55.09836482232647,27356,95,1140
262,380,320.1111111111111,326.0,45.29273781485761,2881,9,1141
187,401,297.9512195121951,294.0,56.76479122575044,12216,41,1142
223,312,275.27272727272725,277.0,25.19051375956978,3028,11,1143
390,432,411.0,413.0,13.696714934611146,2055,5,1144
780,1582,1164.5,1148.0,359.6453113833128,4658,4,1145
0,603,124.33601336535449,118.0,45.66438955836542,4763064,38308,1146
40,301,111.13765182186235,99.0,48.59071902177268,27451,247,1147
72,312,177.05882352941177,170.0,72.09754061909324,3010,17,1148
73,292,197.64705882352942,203.0,63.173841548977876,3360,17,1149
115,383,248.42857142857142,232.0,86.61714964280975,3478,14,1150
127,225,159.25,142.5,38.564070065282266,637,4,1151
92,333,175.47297297297297,155.0,60.32708660003331,12985,74,1152
122,473,246.5909090909091,219.5,81.88998112262857,5425,22,1153
72,368,150.44444444444446,123.0,74.07325369916086,13540,90,1154
47,408,156.42631578947368,124.0,83.37576539287448,29721,190,1155
72,466,169.68103448275863,144.0,77.01383654655505,19683,116,1156
42,250,115.99248120300751,106.0,44.06019400033766,15427,133,1157
142,307,199.02941176470588,184.0,45.46199789489191,6767,34,1158
157,419,257.75,206.5,91.7643040620916,3093,12,1159
91,366,173.50925925925927,165.0,43.22518456794354,37478,216,1160
155,395,290.9310344827586,316.0,63.60000598269477,8437,29,1161
212,386,300.0923076923077,299.0,36.79871363843833,19506,65,1162
165,430,327.0,361.0,74.46497336375349,10137,31,1163
346,507,412.0,413.0,42.45178260278178,5356,13,1164
225,489,312.52542372881356,298.0,55.212795106429105,18439,59,1165
178,490,319.07707509881425,306.0,64.84932359625344,161453,506,1166
283,315,301.75,304.5,13.102957681378658,1207,4,1167
78,301,153.0981308411215,149.0,40.87391938909054,32763,214,1168
109,322,191.0,189.0,49.66458928221826,4011,21,1169
174,267,222.4,235.0,35.578645280561204,1112,5,1170
279,520,404.7913043478261,406.0,47.17469764925555,46551,115,1171
236,430,353.0,370.5,69.9660632020982,2824,8,1172
139,501,294.70588235294116,256.5,106.87527899152155,10020,34,1173
125,268,194.45714285714286,196.5,29.709395201944215,13612,70,1174
152,434,306.2266666666667,313.0,67.08115946788304,22967,75,1175
246,375,329.90909090909093,332.5,33.20173748316233,7258,22,1176
249,628,360.21794871794873,339.0,89.9120150317759,28097,78,1177
195,470,313.0,320.5,77.5607288946324,5634,18,1178
162,497,329.2682926829268,336.0,92.9224760519308,13500,41,1179
190,425,297.8695652173913,301.0,61.99390176729243,6851,23,1180
175,465,342.2280701754386,358.0,58.176084054574346,19507,57,1181
168,483,299.3478260869565,303.0,69.95377896101307,6885,23,1182
272,603,431.0,414.5,95.98958276813167,4310,10,1183
182,599,380.7164179104478,363.0,87.27650450101048,25508,67,1184
263,627,478.4552845528455,483.0,74.63943159279997,58850,123,1185
136,439,299.4186046511628,302.0,63.272475575836786,25750,86,1186
26,321,139.06101694915253,122.0,55.66506684413866,82046,590,1187
43,428,141.06923076923076,127.0,54.11571483142375,18339,130,1188
93,309,160.57456140350877,151.5,35.16263794517945,36611,228,1189
96,351,213.6086956521739,216.0,74.22629273432214,4913,23,1190
268,485,338.8165137614679,334.0,37.94930590984243,36931,109,1191
35,412,117.56729131175469,109.0,50.630641179265005,69012,587,1192
118,470,260.3884892086331,256.0,67.0542045089033,36194,139,1193
45,422,180.83561643835617,165.0,85.11190812680267,39603,219,1194
38,269,109.12662337662337,99.0,44.56915178905492,33611,308,1195
18,322,110.29166666666667,92.0,56.10219779315443,10588,96,1196
132,396,215.77073732718895,213.0,34.68378179686936,187289,868,1197
72,446,196.1424825174825,186.0,55.41545074480307,224387,1144,1198
51,213,137.14352941176472,136.0,25.581346361380195,116572,850,1199
1,280,91.78442028985508,89.0,29.257457429579322,50665,552,1200
75,430,148.46191051995163,145.0,36.042356349816146,122778,827,1201
81,432,284.4503816793893,292.0,56.37829519474243,223578,786,1202
38,432,140.44276039987102,131.0,48.6946573220912,435513,3101,1203
117,290,181.9,179.0,35.764367742209565,5457,30,1204
34,344,154.57894736842104,147.0,65.39299478776775,2937,19,1205
195,484,345.1178451178451,345.0,57.047646086197204,102500,297,1206
111,291,187.33333333333334,182.0,48.484590908406716,2810,15,1207
52,216,134.6312292358804,135.0,27.01617987245679,81048,602,1208
75,301,161.79347826086956,154.0,42.31347509787187,59540,368,1209
83,436,256.71499176276774,267.0,67.1243122928084,155826,607,1210
70,203,142.53968253968253,138.0,27.712712913788792,8980,63,1211
138,544,311.81085353003164,311.0,50.97111258791168,591817,1898,1212
50,265,142.01577669902912,141.0,25.762611081498406,117021,824,1213
105,272,156.71428571428572,155.5,26.952717480651867,15358,98,1214
100,354,177.49411764705883,167.0,45.8962060534834,15087,85,1215
259,603,427.8942307692308,423.0,73.54419370864322,44501,104,1216
54,263,129.76260869565218,129.0,25.16015124330558,149227,1150,1217
50,417,216.15139442231074,224.0,87.69701206056229,54254,251,1218
40,273,113.24528301886792,107.0,43.25883295575004,24008,212,1219
165,412,269.45098039215685,266.0,54.74694502193624,13742,51,1220
59,880,172.41948997572896,161.0,60.63323794205595,5185861,30077,1221
130,360,214.2258064516129,213.0,38.226461718313786,46487,217,1222
56,451,142.394653796176,140.0,31.677378006075056,767080,5387,1223
30,325,127.13245033112582,114.0,43.804453415480374,19197,151,1224
41,391,146.4925925925926,128.5,58.041635285472424,79106,540,1225
50,530,214.74647887323943,216.5,74.45284955493976,91482,426,1226
118,382,249.2551724137931,248.0,36.74384383067498,180710,725,1227
30,372,121.4256712508186,113.0,44.3152760273749,185417,1527,1228
7,840,150.32439024390243,113.0,101.66019665521895,739596,4920,1229
21,293,100.25768321513003,93.0,41.091114594902635,42409,423,1230
5,258,105.45065789473684,103.5,33.89609024323751,32057,304,1231
1,516,109.74984135042519,87.0,70.60222510144777,864719,7879,1232
28,336,117.42261251372119,107.0,46.896203369041885,106972,911,1233
84,306,190.2173913043478,191.0,61.12421886883416,4375,23,1234
155,287,218.4,206.0,49.53221174145165,1092,5,1235
479,1490,1005.8571428571429,1023.0,305.21597126566996,21123,21,1236
321,565,443.0,443.0,122.0,886,2,1237
50,757,285.1380400421496,296.0,120.04093487245147,270596,949,1238
38,973,239.5341488277268,248.0,124.771783947059,234983,981,1239
143,174,165.0,172.0,11.865917579353061,825,5,1240
9,408,222.5461741424802,222.0,66.43291579229565,337380,1516,1241
61,1626,406.49446494464945,312.0,259.7795385340229,110160,271,1242
116,326,181.9255319148936,178.5,34.43873356263145,17101,94,1243
92,309,170.9047619047619,150.0,63.84572533843538,3589,21,1244
140,272,191.72222222222223,191.0,34.68237713811753,3451,18,1245
101,407,200.06896551724137,190.0,74.55335096633253,5802,29,1246
32,309,137.51612903225808,122.0,52.68584370541192,12789,93,1247
20,334,110.82882882882883,106.0,42.017844173144915,36906,333,1248
268,413,338.6,338.0,47.12366708990293,1693,5,1249
236,317,280.4,272.0,32.0537049340634,1402,5,1250
148,375,266.7093023255814,270.0,35.2007750572275,114685,430,1251
55,348,151.75510204081633,133.0,65.19845078046917,7436,49,1252
91,325,166.175,134.0,68.11126467039061,6647,40,1253
66,255,144.04347826086956,136.5,51.43630781670419,6626,46,1254
146,402,273.8095238095238,276.0,53.046507639891956,17250,63,1255
154,333,244.72072072072072,249.0,32.56958487515647,27164,111,1256
89,345,242.4878048780488,247.0,60.179050706719586,9942,41,1257
91,357,179.30769230769232,168.5,56.473798710803955,4662,26,1258
93,407,255.7111111111111,246.0,62.00488232469089,34521,135,1259
149,418,273.2068965517241,268.0,63.90908375904268,7923,29,1260
162,320,241.37254901960785,239.0,35.20581546452385,24620,102,1261
126,408,261.78333333333336,262.5,71.74331366444929,15707,60,1262
253,325,288.89473684210526,281.0,19.144587628284494,5489,19,1263
149,361,223.57664233576642,220.0,37.01838616516847,30630,137,1264
154,397,279.4032258064516,285.0,48.59459006044356,17323,62,1265
128,451,311.0175438596491,316.0,59.75138293285293,17728,57,1266
113,328,210.54545454545453,201.0,56.64139770419068,4632,22,1267
25,285,154.09677419354838,152.0,58.37716900091949,4777,31,1268
68,301,161.0487804878049,146.0,54.52587267706696,19809,123,1269
22,343,129.68345323741008,110.0,60.378665531663614,18026,139,1270
